record_id,query_id,query_text,display_order,pano_id,best_yaw,image_path,image_file_name,web_path,top_20_M1,top_20_M2,top_20_M3,top_20_M4,top_20_M5,best_view_path
Q01_POOL_0055_UZFK,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",50,T3q8pX1I3Q4iai1SFs3tqw,90,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\T3q8pX1I3Q4iai1SFs3tqw_090.jpg,T3q8pX1I3Q4iai1SFs3tqw_090.jpg,images/T3q8pX1I3Q4iai1SFs3tqw_090.jpg,0,0,0,1,0,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\T3q8pX1I3Q4iai1SFs3tqw_090.jpg
Q01_POOL_0056_8UT0,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",22,TH04CWk_FwtUkbCEqtZ0aw,90,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\TH04CWk_FwtUkbCEqtZ0aw_090.jpg,TH04CWk_FwtUkbCEqtZ0aw_090.jpg,images/TH04CWk_FwtUkbCEqtZ0aw_090.jpg,0,0,0,1,0,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\TH04CWk_FwtUkbCEqtZ0aw_090.jpg
Q01_POOL_0057_CVS4,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",1,Z_wT2ry7Qouus-tbofB8TQ,270,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\Z_wT2ry7Qouus-tbofB8TQ_270.jpg,Z_wT2ry7Qouus-tbofB8TQ_270.jpg,images/Z_wT2ry7Qouus-tbofB8TQ_270.jpg,0,0,0,1,0,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\Z_wT2ry7Qouus-tbofB8TQ_270.jpg
Q01_POOL_0058_F8CG,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",3,_nrceSws8ZERyFR_ZfU45g,90,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\_nrceSws8ZERyFR_ZfU45g_090.jpg,_nrceSws8ZERyFR_ZfU45g_090.jpg,images/_nrceSws8ZERyFR_ZfU45g_090.jpg,0,0,0,1,0,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\_nrceSws8ZERyFR_ZfU45g_090.jpg
Q01_POOL_0059_VYIE,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",18,a3kY7BS7cIdCIY2thSvc9w,270,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\a3kY7BS7cIdCIY2thSvc9w_270.jpg,a3kY7BS7cIdCIY2thSvc9w_270.jpg,images/a3kY7BS7cIdCIY2thSvc9w_270.jpg,0,0,0,1,0,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\a3kY7BS7cIdCIY2thSvc9w_270.jpg
Q01_POOL_0060_6IVW,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",54,jrce2IWihlk-T4v73xSvGQ,270,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\jrce2IWihlk-T4v73xSvGQ_270.jpg,jrce2IWihlk-T4v73xSvGQ_270.jpg,images/jrce2IWihlk-T4v73xSvGQ_270.jpg,0,0,0,1,0,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\jrce2IWihlk-T4v73xSvGQ_270.jpg
Q01_POOL_0061_PVS7,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",28,ks35yQ_tsKMbPfe2ctskPw,90,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\ks35yQ_tsKMbPfe2ctskPw_090.jpg,ks35yQ_tsKMbPfe2ctskPw_090.jpg,images/ks35yQ_tsKMbPfe2ctskPw_090.jpg,0,0,0,1,0,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\ks35yQ_tsKMbPfe2ctskPw_090.jpg
Q01_POOL_0062_HZIO,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",41,p3_lJPa7ETBz0SyDJNC9Ag,90,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\p3_lJPa7ETBz0SyDJNC9Ag_090.jpg,p3_lJPa7ETBz0SyDJNC9Ag_090.jpg,images/p3_lJPa7ETBz0SyDJNC9Ag_090.jpg,0,0,0,1,0,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\p3_lJPa7ETBz0SyDJNC9Ag_090.jpg
Q01_POOL_0063_YKL1,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",6,pvDcJVQax1eBV26QQNLFtg,270,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\pvDcJVQax1eBV26QQNLFtg_270.jpg,pvDcJVQax1eBV26QQNLFtg_270.jpg,images/pvDcJVQax1eBV26QQNLFtg_270.jpg,0,0,0,1,0,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\pvDcJVQax1eBV26QQNLFtg_270.jpg
Q01_POOL_0064_CQ99,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",7,0-q0HDNAVlaR-aCnp9eXYw,270,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\0-q0HDNAVlaR-aCnp9eXYw_270.jpg,0-q0HDNAVlaR-aCnp9eXYw_270.jpg,images/0-q0HDNAVlaR-aCnp9eXYw_270.jpg,0,0,0,0,1,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\0-q0HDNAVlaR-aCnp9eXYw_270.jpg
Q01_POOL_0065_CHJ7,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",33,2od7xLR7cbjGmv8YpfJ9Nw,90,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\2od7xLR7cbjGmv8YpfJ9Nw_090.jpg,2od7xLR7cbjGmv8YpfJ9Nw_090.jpg,images/2od7xLR7cbjGmv8YpfJ9Nw_090.jpg,0,0,0,0,1,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\2od7xLR7cbjGmv8YpfJ9Nw_090.jpg
Q01_POOL_0066_55NF,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",63,FnEiuH57sr-OHDhIC06jYA,270,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\FnEiuH57sr-OHDhIC06jYA_270.jpg,FnEiuH57sr-OHDhIC06jYA_270.jpg,images/FnEiuH57sr-OHDhIC06jYA_270.jpg,0,0,0,0,1,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\FnEiuH57sr-OHDhIC06jYA_270.jpg
Q01_POOL_0067_4ZW9,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",65,KEBGPMkDGhjfgTttAR72aQ,270,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\KEBGPMkDGhjfgTttAR72aQ_270.jpg,KEBGPMkDGhjfgTttAR72aQ_270.jpg,images/KEBGPMkDGhjfgTttAR72aQ_270.jpg,0,0,0,0,1,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\KEBGPMkDGhjfgTttAR72aQ_270.jpg
Q01_POOL_0068_XA3K,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",34,gGOJDsSIqbnsFiO8pajHkA,90,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\gGOJDsSIqbnsFiO8pajHkA_090.jpg,gGOJDsSIqbnsFiO8pajHkA_090.jpg,images/gGOJDsSIqbnsFiO8pajHkA_090.jpg,0,0,0,0,1,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\gGOJDsSIqbnsFiO8pajHkA_090.jpg
Q01_POOL_0069_X7EE,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",27,o3W5L47mwo95EGPFFcTVkQ,270,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\o3W5L47mwo95EGPFFcTVkQ_270.jpg,o3W5L47mwo95EGPFFcTVkQ_270.jpg,images/o3W5L47mwo95EGPFFcTVkQ_270.jpg,0,0,0,0,1,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\o3W5L47mwo95EGPFFcTVkQ_270.jpg
Q01_POOL_0070_DTJV,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",44,pGydWPnY_V9wofFjBOfFHQ,270,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\pGydWPnY_V9wofFjBOfFHQ_270.jpg,pGydWPnY_V9wofFjBOfFHQ_270.jpg,images/pGydWPnY_V9wofFjBOfFHQ_270.jpg,0,0,0,0,1,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\pGydWPnY_V9wofFjBOfFHQ_270.jpg
